Date,Open,High,Low,Close,Volume,Adj Close
2015-09-04,129.550003,130.490005,128.660004,129.759995,3738600,129.759995
2015-09-03,132.309998,132.350006,130.479996,131.020004,3342800,131.020004
2015-09-02,128.710007,130.669998,127.739998,130.630005,4754800,130.630005
2015-09-01,128.160004,128.990005,126.940002,127.440002,5812000,127.440002
2015-08-31,132.369995,132.699997,130.389999,130.679993,4150800,130.679993
2015-08-28,131.429993,133.720001,130.860001,133.240005,4502100,133.240005
2015-08-27,131.080002,132.360001,129.460007,131.869995,5719200,131.869995
2015-08-26,129.339996,129.759995,125.230003,129.339996,6333100,129.339996
2015-08-25,130.00,130.720001,125.43,125.489998,7123600,125.489998
2015-08-24,123.639999,135.50,115.139999,127.190002,9355200,127.190002
2015-08-21,134.880005,135.089996,131.460007,131.710007,7881100,131.710007
2015-08-20,141.619995,141.899994,136.899994,137.020004,6577300,137.020004
2015-08-19,143.419998,144.479996,142.320007,142.720001,2957600,142.720001
2015-08-18,144.389999,145.210007,143.820007,144.600006,1952200,144.600006
2015-08-17,144.600006,144.860001,142.929993,144.440002,3740800,144.440002
2015-08-14,144.610001,145.470001,143.759995,145.089996,2924000,145.089996
2015-08-13,142.029999,145.449997,141.529999,144.809998,5100700,144.809998
2015-08-12,142.550003,143.009995,139.860001,142.429993,4355800,142.429993
2015-08-11,144.139999,144.929993,143.279999,144.050003,2811200,144.050003
2015-08-10,143.789993,146.770004,143.779999,145.860001,3403700,145.860001
2015-08-07,143.220001,143.839996,141.699997,142.419998,2845100,142.419998
2015-08-06,144.699997,145.25,143.419998,143.820007,2457000,143.820007
2015-08-05,143.899994,145.600006,143.770004,144.949997,2926100,144.949997
2015-08-04,143.550003,144.869995,143.039993,143.539993,1973000,142.629997
2015-08-03,144.440002,144.75,142.589996,143.690002,3088000,142.779055
2015-07-31,143.759995,144.919998,143.289993,144.169998,3163500,143.256008
2015-07-30,143.350006,143.919998,142.210007,143.009995,2644000,142.103358
2015-07-29,142.479996,144.610001,142.369995,144.139999,3260400,143.226199
2015-07-28,141.610001,142.169998,139.509995,141.809998,4138200,140.910969
2015-07-27,143.220001,143.350006,140.800003,141.029999,3532100,140.135915
2015-07-24,145.809998,146.470001,143.979996,144.059998,2455000,143.146705
2015-07-23,147.00,147.949997,145.789993,146.110001,4116000,145.183712
2015-07-22,148.899994,149.179993,145.110001,146.470001,6238400,145.54143
2015-07-21,146.589996,146.589996,144.220001,145.00,4452600,144.080748
2015-07-20,147.110001,147.199997,145.910004,146.720001,3016100,145.789845
2015-07-17,147.25,147.440002,146.020004,146.839996,3127100,145.909079
2015-07-16,147.789993,148.800003,147.770004,148.490005,2509600,147.548628
2015-07-15,147.75,147.75,146.479996,146.889999,2653900,145.958765
2015-07-14,146.759995,148.300003,146.449997,147.75,3388800,146.813314
2015-07-13,145.960007,146.75,145.600006,146.619995,2194200,145.690473
2015-07-10,144.139999,145.190002,143.869995,144.479996,2192100,143.56404
2015-07-09,143.889999,144.199997,142.729996,142.800003,2486800,141.894698
2015-07-08,142.50,143.149994,141.520004,141.919998,3386500,141.020272
2015-07-07,140.800003,143.440002,140.139999,143.149994,3712000,142.24247
2015-07-06,139.020004,140.729996,139.00,140.520004,2093400,139.629154
2015-07-02,141.289993,141.520004,139.880005,140.210007,2116500,139.321122
2015-07-01,140.479996,141.139999,140.020004,140.729996,3260900,139.837814
2015-06-30,140.059998,140.059998,138.440002,138.720001,3434800,137.840562
2015-06-29,140.960007,141.320007,138.580002,138.729996,3755500,137.850493
2015-06-26,143.029999,143.039993,141.889999,142.479996,3153300,141.57672
2015-06-25,143.270004,143.759995,142.339996,142.449997,2153800,141.546911
2015-06-24,143.759995,144.800003,142.509995,143.00,3989100,142.093427
2015-06-23,146.330002,146.449997,143.800003,144.429993,2864400,143.514354
2015-06-22,146.070007,146.210007,145.089996,145.699997,2086100,144.776307
2015-06-19,145.190002,146.100006,144.949997,145.130005,4837300,144.209929
2015-06-18,143.910004,146.529999,143.910004,145.380005,3728900,144.458344
2015-06-17,142.869995,144.00,141.899994,143.429993,2775400,142.520694
2015-06-16,141.419998,143.580002,141.419998,142.339996,2450600,141.437608
2015-06-15,142.039993,142.589996,141.279999,142.289993,2631400,141.387922
2015-06-12,142.619995,142.860001,141.089996,142.800003,2395200,141.894698
2015-06-11,142.009995,143.979996,141.75,142.960007,2924500,142.053688
2015-06-10,140.679993,142.600006,140.289993,141.619995,2784400,140.722171
2015-06-09,140.50,140.990005,139.899994,140.100006,2647600,139.211818
2015-06-08,140.240005,141.350006,140.199997,140.639999,2756600,139.748388
2015-06-05,141.039993,141.369995,140.050003,140.729996,3215600,139.837814
2015-06-04,143.220001,143.229996,140.949997,141.190002,3239500,140.294905
2015-06-03,143.779999,145.059998,142.889999,143.809998,3755800,142.89829
2015-06-02,141.440002,144.460007,140.630005,143.25,4986500,142.341842
2015-06-01,141.449997,142.050003,140.270004,141.25,3897000,140.354522
2015-05-29,142.259995,142.259995,140.320007,140.520004,6199200,139.629154
2015-05-28,142.509995,145.289993,141.580002,142.330002,3103200,141.427677
2015-05-27,143.419998,143.75,142.580002,143.00,2837100,142.093427
2015-05-26,144.339996,144.429993,142.160004,142.800003,3476800,141.894698
2015-05-22,147.259995,147.270004,144.800003,144.809998,3878000,143.89195
2015-05-21,146.559998,147.710007,146.100006,147.350006,2676400,146.415856
2015-05-20,147.139999,147.339996,146.100006,146.419998,2104000,145.491744
2015-05-19,147.179993,147.770004,146.729996,147.050003,2366400,146.117755
2015-05-18,146.880005,147.240005,146.300003,146.710007,2153200,145.779914
2015-05-15,148.050003,148.300003,146.339996,146.880005,3368900,145.948834
2015-05-14,146.880005,148.25,146.649994,147.960007,3495800,147.021989
2015-05-13,145.410004,146.529999,145.100006,145.619995,2679400,144.696813
2015-05-12,144.940002,146.080002,144.009995,145.429993,3543900,144.508015
2015-05-11,145.550003,146.789993,145.130005,145.889999,3969000,144.965105
2015-05-08,143.00,145.940002,142.979996,145.460007,7068000,144.537838
2015-05-07,140.559998,142.179993,140.479996,141.490005,4868700,140.593006
2015-05-06,143.009995,143.149994,140.429993,141.039993,5313500,140.145846
2015-05-05,143.759995,144.699997,142.270004,142.910004,3670400,141.099763
2015-05-04,143.850006,144.789993,143.179993,144.020004,8977500,142.195703
2015-05-01,144.410004,145.070007,143.839996,144.669998,3556800,142.837463
2015-04-30,145.25,145.940002,142.75,143.339996,4925300,141.524309
2015-04-29,147.070007,147.460007,145.899994,146.149994,4761700,144.298712
2015-04-28,147.899994,148.369995,146.009995,147.509995,4352900,145.641485
2015-04-27,148.589996,149.00,147.710007,147.800003,4603500,145.92782
2015-04-24,149.539993,149.860001,148.020004,148.399994,4889200,146.520211
2015-04-23,150.830002,150.830002,149.729996,149.869995,4080800,147.971592
2015-04-22,152.360001,153.00,148.850006,151.190002,8468900,149.274879
2015-04-21,153.509995,154.089996,152.00,153.330002,3772900,151.387771
2015-04-20,151.059998,153.550003,151.009995,152.669998,3169100,150.736127
2015-04-17,150.880005,151.429993,149.440002,149.600006,4671600,147.705023
2015-04-16,151.660004,152.529999,151.050003,151.970001,2559900,150.044997
2015-04-15,154.369995,154.369995,152.210007,152.429993,3687400,150.499162
2015-04-14,152.929993,153.539993,151.589996,153.210007,2845800,151.269296
2015-04-13,153.789993,155.50,152.960007,153.240005,3034000,151.298914
2015-04-10,153.550003,154.960007,153.25,154.380005,3183000,152.424473
2015-04-09,152.619995,153.669998,151.630005,153.419998,3966800,151.476627
2015-04-08,152.190002,153.50,152.190002,153.360001,2763400,151.417389
2015-04-07,151.270004,153.50,151.139999,152.320007,4299500,150.39057
2015-04-06,148.149994,151.449997,148.00,150.929993,3371500,149.018162
2015-04-02,149.139999,150.50,148.309998,149.279999,2934200,147.389069
2015-04-01,149.970001,150.020004,146.820007,148.639999,4167600,146.757176
2015-03-31,152.229996,152.25,149.940002,150.080002,2975600,148.178938
2015-03-30,150.080002,153.169998,149.979996,152.699997,3738700,150.765746
2015-03-27,148.589996,149.309998,147.490005,148.850006,2600300,146.964523
2015-03-26,147.830002,148.850006,145.960007,148.169998,3627400,146.293129
2015-03-25,151.399994,152.039993,148.130005,148.229996,3747900,146.352366
